ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
02812,,Kwak’wala,Kwakiutl,Canada; United States of America,CA;US,Spread over 13 communities in Canada,50.7338,-127.4982,critically endangered,315,"2001 Census – based; average age: 55,7","1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
02032,,Kwama,,Ethiopia,ET,,9.5465,34.2059,vulnerable,15000,,Ethnologue
03054,,Kwansu,Mlap,Indonesia,ID,Irian Jaya,-2.5383,140.2061,vulnerable,300,2000 Wurm,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01639,,Kwatay,Kuwaataay,Senegal,SN,,12.4204,-16.7596,severely endangered,5625,2002,"Ethnologue, Adjaratou Sall, Tucker Childs"
00798,,Kwazá,"Coaiá, Koaiá, Kwazá",Brazil,BR,,-12.6510,-60.4138,critically endangered,25,"1998; 2006 pop=33, Funasa/ISA; speaker estimate from linguist Hein van der Voort, pc","Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
00113,,Kwegu,Koegu,Ethiopia,ET,,5.4191,36.0791,critically endangered,103,1998,"Census, Gerrit Dimmendaal, Osamu Hieda"
03055,,Kwerisa,Taogwe,Indonesia,ID,Irian Jaya,-2.9759,138.1530,critically endangered,30,"2000 Wurm (""15 to 50"")","Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00162,,Kwisi,Cuissi,Angola,AO,,-16.7309,13.0572,extinct,0,1963,"Carlos Estermann, Ernst Westphal"
00629,,Kyakala,Qiakala,China,CN,between the Ussuri and Sungari basins in northeastern Manchuria; an extinct outlying dialect of Udege not listed at all by the SIL,45.3819,128.7597,extinct,0,extinct since the early 20th century,
01990,,Laal,Gori,Chad,TD,,9.9607,17.6083,critically endangered,749,2000,Ethnologue
03152,,Labo,Mewun,Vanuatu,VU,South-west Malekula,-16.4492,167.4481,vulnerable,350,1981,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01688,,Lacandón,jach-t’aan,Mexico,MX,"Municipality of Ocosingo, state of Chiapas",16.7060,-91.0641,critically endangered,563,Census 2000,"Census 2000, information provided by INALIComplementary information provided by collaborator H. Antonio García Zúñiga"
00707,,Lachi,,Viet Nam,VN,,22.5000,104.1333,definitely endangered,5000,2007 est.,
01502,,Ladakhi,Ladhakhi,China; India,CN;IN,"Jammu and Kashmir, Ladakh District",34.0617,77.5909,vulnerable,105000,"estimate, India Census 2001",
00742,,Ladin,,Italy,IT,"several towns and villages in the Dolomites, including Badia and Marebbe in the Badia valley and Gardena in the Gardena valley in Bolzano Province (South Tyrol), Fassa in the Fassa valley in Trento Province, and Livinallongo in the Cordevole valley in Belluno Province",46.5531,11.8597,definitely endangered,30000,"based on various sources, possibly inflated",
02499,,Lae,,Papua New Guinea,PG,Morobe,-6.6318,147.1810,extinct,1,2000,Grimes 2000
02913,,Laemae,"Lama, Northern Bia",China,CN,,26.4179,98.7758,severely endangered,15000,2000,Bradley 2007
00106,,Lafofa,,Sudan,SD,,10.3716,30.6243,severely endangered,5140,1994,"Census, Ethnologue"
02521,,Laghu,"Korighole, Katova",Solomon Islands,SB,Santa Isabel,-7.6157,158.7359,critically endangered,5,1983,Tryon & Hackman 1983
02642,,Laghuu,,Viet Nam,VN,,23.6166,105.6833,definitely endangered,500,2002,Bradley 2007
00708,,Laha (Lao Cai),,Viet Nam,VN,,22.0333,103.7500,definitely endangered,500,,
02584,,Laha (Son La),,Viet Nam,VN,,21.4666,103.7500,definitely endangered,500,,
00709,,Lai,Paliu; Bolyu,China,CN,,24.4871,105.2160,definitely endangered,3000,,Bradley 2007
02713,,Laiyolo,Da’ang,Indonesia,ID,Sulawesi,-6.3862,120.4733,definitely endangered,600,2000,Grimes 2000
02900,,Laji,,China,CN,,22.5304,105.8850,critically endangered,250,2000,Bradley 2007. Shearer & Sun 2002
02903,,Lajia,"Lakkia, Chashan Yao",China,CN,,23.7439,110.0526,definitely endangered,8000,2000,Bradley 2007
01387,,Lak,,Russian Federation,RU,parts of the Republic of Daghestan,42.0125,47.2521,vulnerable,153373,2002 census,
01063,,Lake Miwok,,United States of America,US,"Speakers live at the Middletown Rancheria, on ancestral Lake Miwok territory to the southeast of Clear Lake.",38.6426,-122.3849,critically endangered,3,speakers are not completely fluent,
01586,,Lakha,Tsangkha,Bhutan,BT,’Wangdi Phodr’a district,27.5898,90.3735,definitely endangered,8000,1991,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
03014,,Lakon,"Lakona, Vure",Vanuatu,VU,Gaua Island,-14.2510,167.4220,vulnerable,700,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
02813,,Lakota,,Canada,CA,Spread over 1 communities in Canada,49.3276,-106.4439,critically endangered,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
00710,,Lalo,,China,CN,,25.3830,99.9426,vulnerable,400000,2000,Bradley 2008
00711,,Lamgang,,India,IN,,24.2569,94.0759,vulnerable,0,,
01527,,Lamongse,"Ong, Lamongshe, Milo, Miloh",India,IN,"on the islands of Little Nicobar (Pangang, Onge, Tokuo-no Long), Pulo Milo (Piheun) and Kondul (Lamongse)",7.3134,93.6968,critically endangered,400,"India Census 1991; exact number of speakers for the Nicobar languages is difficult to determine since census figures usually indicate speakers on a specific island, not all of whom speak local languages.",Prof. Udaya Narayana Singh (personal communication)
00712,,Lamu,,China,CN,,26.2434,100.8654,critically endangered,120,2000,Bradley 2007
01748,,Langa,,Cameroon,CM,,6.5404,11.6427,severely endangered,500,2007,Bruce Connell 2007
00713,,Langrong,,India,IN,,24.4671,94.1473,vulnerable,0,,
00536,lengadocian,Languedocian,occitan languedocien; langadocian,France,FR,"an area from Bordeaux in the northwest to Montpellier in the southeast, and from Toulouse in the southwest to Rodez in the northeast, covering the departments of Aveyron, Lot, Lot-et-Garonne, Tarn-et-Garonne, Tarn, Aude, Hérault, the eastern parts of Haute-Garonne and Ariège, the southern parts of Dordogne, the Aurillac region of Cantal, the western parts of Gard, and smaller areas in Lozère, Pyrénées-Orientales, and Gironde; the original ISO code [lnc] for Languedocian has been retired and replaced with [oci] on false grounds",43.8899,2.5378,severely endangered,500000,"rough estimate based on various sources; the Ethnologue figure of 5,000 does not seem possible",
02693,,Lanoh,"Sabüm dialect (sbo), Semnam dialect (ssm)",Malaysia,MY,,5.2509,101.0206,critically endangered,1800,,Bradley 2007
00714,,Laomian (China),,China,CN,,23.7645,100.0195,definitely endangered,2500,2000,Bradley 2007
02606,,Laomian (Myanmar),,Myanmar,MM,,22.6833,99.2500,definitely endangered,2500,2005 est.,
00277,,Lardil,"Leedil, Ladil, Lardill, Laierdila, Kunana.",Australia,AU,,-16.5526,139.3176,critically endangered,10,Approximate estimate in 2005 although 2001 Census gives 10-1000,
02118,,Lari,"Larestani, Achomi",Iran (Islamic Republic of),IR,"Lar district, South Province, Iran",27.8585,54.8547,definitely endangered,80000,,
00104,,Laro,,Sudan,SD,,10.7685,29.9020,definitely endangered,40000,1998,Ethnologue
00537,,Latgalian,,Latvia; Russian Federation,LV;RU,eastern Latvia and cross-border areas in the Russian Federation; a regional language not recognized by the SIL,56.1822,27.1362,vulnerable,150000,estimate based on various sources,
02500,,Laua,,Papua New Guinea,PG,Central Province,-10.1824,149.2053,critically endangered,1,2000,Grimes 2000
02714,,Lauje,,Indonesia,ID,Sulawesi,-0.4531,119.9816,vulnerable,32000,2000,Grimes 2000
00715,,Lavua,"Lua, Lawa",Thailand,TH,,18.4483,98.1848,definitely endangered,15000,2007 est.,
03192,,Laxudumau,,Papua New Guinea,PG,"Village of Lakudumau (or Lakuramau), central east coast of New Ireland Province",-2.8922,151.2467,vulnerable,500,2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01372,,Laz,Chan,Georgia; Turkey,GE;TR,"the towns of Pazar (Atina), Arde_en, Çamlıhem_in and Fındıklı in Rize Province and Arhavi (Arkabi/Arxave), Hopa (Xopa), Borçka and Sarp (Sarpi) in Artvin Province in Turkey; Sarpi is partly in the Republic of Ajaria on the Georgian side; there are also Laz villages, founded by refugees of the 1877–78 war, in the western parts of Turkey mainly in Sakarya, Kocaeli and Bolu provinces",41.2736,41.2646,definitely endangered,130000,"2001 ______ estimate: 130,000–150,000; possibly inflated","_. _. ______: _______ ____. — _____ __________ _________ _ ________ __________: ____________ II. ______: _____, 2001."
00800,,Leco,Leko. Burua.,Bolivia,BO,On Guanay and Coroico rivers (department of La Paz).,-15.5860,-67.9064,critically endangered,20,Field data S. van de Kerke (1995-2005),"S. van de Kerke (pers. comm.)Crevels et alii., ’Current Studies on South American languages’ (2002)."
03056,,Legenyem,Laganyan,Indonesia,ID,Irian Jaya,-0.3186,130.7345,vulnerable,300,2000 Wurm,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
03001,,Lehali,,Vanuatu,VU,Ureparapara Island,-13.5205,167.2998,vulnerable,250,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
03005,,Lemerig,Sasar,Vanuatu,VU,"Vanua Lava, Banks Islands",-13.7473,167.4096,critically endangered,2,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
02715,,Lemolang,Baebunta,Indonesia,ID,Sulawesi,-2.6303,120.1849,vulnerable,1800,2000,Grimes 2000
00448,,Lenca,,El Salvador; Honduras,SV;HN,,13.6459,-87.0996,extinct,0,,
02667,,Lengilu,,Indonesia,ID,"Kalimantan, Indonesia",3.7327,115.8728,critically endangered,4,2000,Grimes 2000
00801,,Lengua,,Paraguay,PY,,-22.5125,-58.0957,severely endangered,,,
00606,,Lepcha,Lapche; Rong; Róng,Bhutan; India; Nepal,BT;IN;NP,"Sikkim, Darjeeling district in West Bengal, India. Il_m district in Nepal. Samtsi district in Bhutan.",27.1153,88.4687,definitely endangered,30000,2006 (Heleen Plaisier’s estimate),"Plaisier, Heleen. 2008. Personal communication.Plaisier, Heleen. 2006. A Grammar of Lepcha. Ph.D. dissertation. Leiden University.Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01388,,Lezgian,,Azerbaijan; Russian Federation,AZ;RU,southern Daghestan in the Russian Federation; northern Azerbaijan,41.4921,48.0541,vulnerable,500000,"estimate based on the 2002 census of the Russian Federation with 397,310 speakers and earlier figures for Azerbaijan; possibly slightly inflated","_. _. _________: __________ ____. — _____ __________ _________ _ ________ __________: ____________ II. ______: _____, 2001."
01587,,Lhokpu,Lhobikha,Bhutan,BT,Samtsi district in the southwest,26.9514,89.2968,definitely endangered,2500,1991,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
01455,,Lhota,,India,IN,"Nagaland, Wokha Dt.",26.1603,94.3725,vulnerable,170000,"estimate, India Census 2001",
00147,,Li-Ngbee,,Democratic Republic of the Congo,CD,,2.4931,28.0590,extinct,0,?,Ethnologue
01470,,Liangmai,Liangmei,India,IN,"Nagaland, Kohima Dt.",25.2794,93.6694,vulnerable,34000,"estimate, India Census 2001",
00539,,Ligurian,Monégasque (dialect),France; Italy; Monaco,FR;IT;MC,"Liguria and adjacent areas of Piedmont, Emilia and Tuscany, Italy; the villages of Tende, La Brigue, Fontan, Saorge, Breil-sur-Roya in the eastern corner of the department of Alpes-Maritimes, France; settlements in the towns of Carloforte on the San Pietro island and Calasetta on the Sant’Antioco island off the southwest coast of Sardinia, Italy, as well as in the town of Bonifacio in Corsica; until the twentieth century also Monaco, where Ligurian is still used and studied as a second language, and the villages of Biot, Vallauris, Mons and Escragnoles in the department of Alpes-Maritimes, France",44.5748,8.7011,definitely endangered,1000000,rough estimate based on various sources,
03057,,Liki,,Indonesia,ID,"Like Island, Irian Jaya",-1.6202,138.7380,critically endangered,5,"2007 Wurm (""ten speakers left in 1981"")","Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
03193,,Likum,,Papua New Guinea,PG,Western part of Manus Island,-2.1651,146.6921,definitely endangered,100,1977,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
03105,,Liliali,Leliali,Indonesia,ID,"Buru Island, Maluku",-3.3900,127.1008,extinct,0,1989,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02814,,Lillooet,,Canada,CA,Spread over 18 communities in Canada,50.3326,-122.6789,severely endangered,250,"2001 Census – based; average age: 45,4","1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
01342,,Limbu,______; Yakthungba,India; Nepal,IN;NP,"Eastern Nepal, India.Tehrathum, Il_m, P_ñcthar, T_pleju_, Dhanku__ districs.",27.0960,87.7356,definitely endangered,300000,"Van Driem 2001: 254088. The 2001 Census of Nepal puts the number at 333,633 speakers. In the 2001 Census of India, Limbu is also shown to have 34292 speakers in Sikkim (37265 all-India).","Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
01334,,Limburgian-Ripuarian,Colognian (dialect; in German: Kölsch),Belgium; Germany; Netherlands,BE;DE;NL,Limburg provinces in Belgium and the Netherlands and Rhineland in Germany,50.7781,6.0864,vulnerable,2600000,"combined figure of rough estimates based on various sources: 1,600,000 speakers in Belgium and the Netherlands and 1,000,000 in Germany",
01476,,Limirong Tibetan,______ _____,Nepal,NP,Huml_ district,29.9164,81.7617,definitely endangered,3000,unknown date,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
02450,,Limonese creole,"Mekaytelyuw, Limón creole",Costa Rica,CR,Mostly in the Province of Limón,9.9916,-83.0316,definitely endangered,55000,Estimate: Norval Smith (1995),"Anita Herzteld: Mekaytelyu: la lengua criiolla (de Limón, Costa Rica), San José, Costa Rica: Editorial Universidad de Costa Rica, 2002 (457pp)and personal communication"
00540,lemosin,Limousin,occitan limousin,France,FR,"the departments of Corréze and Haute-Vienne, most of Creuse, the northern parts of Dordogne, and the eastern parts of Charente; the original ISO code [lms] for Limousin has been retired on false grounds",46.0579,1.8017,severely endangered,400000,"rough estimate based on various sources, perhaps grossly inflated; the Ethnologue figure of 10,000 does not seem possible though",
01023,,Lipan,Lipan Apache,United States of America,US,Mescalero Reservation of New Mexico,33.1513,-105.7990,extinct,0,last speakers died after 1981,Golla et al. ms.
02742,,Lisela,,Indonesia,ID,Maluku,-3.2392,127.0239,vulnerable,9000,2000,Grimes 2000
03106,,Lisela,"Buru, Wayapo",Indonesia,ID,"Buru Island, Maluku",-3.0911,126.5130,definitely endangered,11900,1989,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02590,,Lishan Didan (Iran),"Lishanán, Lishanid Nash Didán, Lakhlokh, Galligallokh, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",Iran (Islamic Republic of),IR,Iranian Azerbaijan and southeast Turkey,37.9615,44.6044,extinct,0,,H. Mutzafi (p.c.)
02555,,Lishan Didan (Israel),"Lishanan, Lishanid Nash Didan, Lakhlokh, Galligallokh, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",Israel,IL,"All over the country, especially areas of Tel Aviv and Jerusalem",32.0383,34.7827,severely endangered,4000,"2001 (WCD), 2008 estimate (H. Mutzafi, p.c.)",H.Mutzafi (personal communication)
02587,,Lishana Deni (Iraq),"Lishan Hudaye, Lishan Hozaye, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",Iraq,IQ,Northwest Iraqi Kurdistan,36.9279,42.5115,extinct,0,,"H. Mutzafi (p.c.)Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)Semitica Viva 32, Wiesbaden: Harrassowitz, 2004."
02553,,Lishana Deni (Israel),"Lishan Hudaye, Lishan Hozaye, Judeo Aramaic, Jewish Northeastern Neo-Aramaic",Israel,IL,Jerusalem and vicinity and in the rest of the country. Population immigrated from northwest Iraqi Kurdistan in early 1950’s.,31.7748,35.1013,severely endangered,7500,1999 (H. Mutzafi),"H. Mutzafi (p.c.)Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)Semitica Viva 32, Wiesbaden: Harrassowitz, 2004."
02566,,Lishanid Noshan (Iraq),"Lishana Didan, Hulani, Galligallokh, Jbeli, Hodhayutha, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",Iraq,IQ,"Province of Irbil, in Iraqi Kurdistan",36.1777,44.1650,extinct,0,,"H. Mutzafi (p.c.)Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)Semitica Viva 32, Wiesbaden: Harrassowitz, 2004."
02556,,Lishanid Noshan (Israel),"Lishana Didan, Hulani, Galligallokh, Jbeli, Hodhayutha, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",Israel,IL,All over the country. Population originally immigrated from the province of Irbil in Iraqi Kurdistan,31.7188,34.7772,severely endangered,3000,"2008 (H. Mutzafi, p.c.)","H. Mutzafi (p.c.)Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)Semitica Viva 32, Wiesbaden: Harrassowitz, 2004."
01552,,Lishpa,"Monpa, Lish",India,IN,"they inhabit three villages, Lish, Lish Gompache and Lish Gompalok (Singh 1995)",27.3327,92.3840,definitely endangered,1500,"rough estimate, India Census 1981",
00542,,Livonian,"r_nda k__, l_bie_u",Latvia,LV,the northern coast of Curonia in the northwest; formerly also the historical province of Livonia east of the Gulf of Riga,57.6101,22.2802,critically endangered,1,only one speaker with full native competence known to specialists; Livonian is further studied and cultivated as a second language,
02065,,Logol,Lukha,Sudan,SD,,10.8521,30.6463,severely endangered,2600,2005,Abdel Rahim Mugaddam & Gerrit Dimmendaal 2005
00095,,Logorik,Liguri,Sudan,SD,,11.1433,29.8306,critically endangered,2000,1971,"Welmers, Ethnologue"
00543,,Logudorese,Logudorese Sardinian; Logudorese-Nuorese,Italy,IT,central Sardinia,40.1116,9.1845,definitely endangered,400000,estimate based on various sources,
01416,,Lohorung,______; Lorung,Nepal,NP,"Sa_khuv_ Sabh_ district, upper Arun valley",27.4266,87.2498,severely endangered,1207,2001 (may be higher as van Driem 2007 mentions about 4000 speakers),"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
00449,,Lokono (Guyana),Arawak,Guyana; Venezuela (Bolivarian Republic of),GY;VE,In the coastal areas of Guyana,6.2934,-58.0957,critically endangered,1750,Less than 10 % of total population of the ethnic group in Guyana estimated by J. Forte (2000). Also 248 Arawak in Venezuela (state of Bolívar). For Suriname and French Guyana see Lokono (Suriname).,"J. Forte, in: Queixalós and Renault-Lescure, ’As línguas amazônicas hoje’ (2000)"
00872,,Lokono (Suriname),"Arawak, Lokonong Djang",French Guiana (France); Suriname,GF;SR,"Coastal area of Suriname: on the Nickerie, Saramacca and Suriname rivers, and in the area of Alibina on the Marowijne. Coastal area of French Guyana: Central coast and on the lower Maroni river",5.6487,-55.1074,severely endangered,1000,"Ethnic group: 2000 in Suriname, 350 in French Guyana. More in Guyana and Venezuela (see Lokono (Guyana). Estimate based on reports of generalized language loss.","F. Queixalós and O. Renault-Lescure, ’As línguas amazônicas hoje’ (2000).E.B. Carlin and J. Arends, ’Atlas of the Languages of Suriname’ (2002)."
03107,,Lola,"Buru, Wayapo",Indonesia,ID,"Three islands east of Kobroor and Baun Islands in the Aru Islands, South East Maluku",-6.3316,134.8818,vulnerable,830,1995,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02716,,Lolak,,Indonesia,ID,Sulawesi,0.8569,124.0081,critically endangered,50,2000,Grimes 2000
02671,,Lom,,Indonesia,ID,Sumatra,-1.6751,105.8917,critically endangered,10,2000,Grimes 2000
00544,,Lombard,,Italy; Switzerland,IT;CH,"the region of Lombardy (except the southernmost border areas) and the Novara province in Piedmont, Italy; Ticino Canton and the Mesolcina District and two districts south of St. Moritz in Graubünden (Grigioni), Switzerland",45.7215,9.3273,definitely endangered,3500000,rough estimate based on various sources,
03153,,Lorediakarkar,,Vanuatu,VU,Central East Coast of Santo Island,-15.1967,167.0498,critically endangered,10,1972,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.Tryon (2008 fieldnotes)"
00128,,Lorkoti,,Kenya,KE,,-0.4943,37.3590,extinct,0,1992,Franz Rottland
01864,,Lorrain,,Belgium; France,BE;FR,"Lorraine, France, and Gaume in Belgium; a regional language not recognized by the SIL",48.8357,6.0644,severely endangered,,not available,
03108,,Loun,,Indonesia,ID,"West Seram Island, Maluku",-2.8717,128.8366,critically endangered,20,,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00545,Neddersassisch,Low Saxon,"Low German; (in German) Niedersächsisch, Niederdeutsch, Plattdeutsch",Denmark; Germany; Netherlands; Poland; Russian Federation,DK;DE;NL;PL;RU,"northern Germany, the north-eastern part of the Netherlands, border regions of Denmark and Poland; émigré communities in the Russian Federation and elsewhere",53.4029,10.3601,vulnerable,4800000,"combined figure of rough estimates based on various sources: 3,000,000 in Germany and 1,800,000 speakers in the Netherlands",
01033,,Lower Chehalis,,United States of America,US,,46.3227,-123.9724,extinct,0,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01206,,Lower Mixe,Camotlán,Mexico,MX,"Municipalities of Camotlán, Mazatlán, San Juan Guichicovi, Santo Domingo Petapa, state of Oaxaaca",16.9616,-95.0930,vulnerable,37000,Census 2005,"Contributor: Leopoldo Valiñas, Census 2005, information provided by INALI"
01231,,Lower Northwestern Otomí,Otomí de Santiago Mexquititlán,Mexico,MX,"Santiago Mexquititlán Municipality of Amealco, Querétaro",20.1865,-100.1469,vulnerable,6509,Census 2000,"Census 2000, research by Hekking"
01280,,Lowland Chontal,Tsome,Mexico,MX,"Locality of Santo Domingo Chontecomatlán and other localities in the Municipality of Santa María Ecatepec, state of Oaxaca",16.2489,-96.0177,severely endangered,223,Census 2000,"INALI Catalogue, Census 2000, Information provided by Loretta O’Connor"
01610,,Lowland Mazatec,"ntaxjo, Mazateco de Jalapa de Díaz",Mexico,MX,"Municipalities of San Felipe Jalapa de Díaz and San Pedro Teutila, state of Oaxaca",18.0801,-96.5236,vulnerable,18389,Census 2000,Census 2000 and information provided by INALI
03002,,Löyöp,Lehalurup,Vanuatu,VU,Ureparapara Island,-13.5311,167.3368,vulnerable,250,"2008, Alexandre François","Alexandre François 2008http://alex.francois.free.fr/AF-terrain.htm"
02873,,Lua,"Mal, Prai, T’in",Thailand,TH,,19.0049,101.1840,definitely endangered,,,
00547,,Lude,,Russian Federation,RU,"the central parts of Kondopoga County, the eastern parts of Pryazha County, the northernmost corner of Onega (Prionezhskiy) County and the Mikhaylovskoye (Kuujärvi) region in the east of Olonets County",61.5867,33.6813,severely endangered,3000,2002 Winkler estimate,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672."
01139,,Luiseño,,United States of America,US,"Descendants live at the La Jolla, Rincon, Pauma, Pechanga, and Pala Reservations, and in the town of San Juan Capistrano.",33.4622,-117.1269,critically endangered,5,Between 5 and 10 speakers remain,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
00548,julevsábme,Lule Saami,,Norway; Sweden,NO;SE,"Jokkmokk County and parts of Gällivare and other adjacent counties in Norrbotten Province (Lule Lappmark), Sweden; the Tysfjord region in northern Nordland Province, Norway",67.2720,17.7978,severely endangered,2000,"estimate based on various sources, possibly inflated","Pekka Sammallahti: The Saami languages: an introduction. Kárá_johka: Davvi Girji, 1998."
00094,,Lumun,Lomon,Sudan,SD,"Talodi, Moro Hills; villages Toromathan, To’ri, and Canya’ru.",10.8387,30.0338,definitely endangered,45000,"1980Current figures may be 60 000-80 000","EthnologueFiled mission 1999, missions 2002"
00047,,Luri,,Nigeria,NG,,9.9255,9.5965,critically endangered,2,2003,Roger Blench
